Arkusz organizacji pracy szkoły ,"ELŻBIETA PIOTROWSKA-ALBIN
                        , 
                                                                                        LIDIA MARCINIAK","['Książki / biznes / zarządzanie', 'Książki / prawo / inne gałęzie prawa']",okładka miękka,Wolters Kluwer Polska,44,2018-01-24,"46,00 zł"
Statut branżowej szkoły I stopnia i szkoły policealnej po reformie oświaty ,"ELŻBIETA PIOTROWSKA-ALBIN
                        , 
                                                                                        LIDIA MARCINIAK
                        , 
                                                                                        Leszek Morąg","['Książki / biznes / zarządzanie', 'Książki / prawo / inne gałęzie prawa']",okładka miękka,Wolters Kluwer Polska,52,2017-10-18,"73,50 zł"
Tutoring jako spotkanie. Historie indywidualnych przypadków ,"Beata Karpińska-Musiał
                        , 
                                                                                        Magdalena Panońko","['Książki / biznes / praca', 'Książki / biznes / zarządzanie', 'Książki / nauki humanistyczne / pedagogika', 'Książki / nauki humanistyczne / psychologia', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,392,2017-12-28,"92,50 zł"
Statut szkoły podstawowej po reformie oświaty ,"ELŻBIETA PIOTROWSKA-ALBIN
                        , 
                                                                                        LIDIA MARCINIAK
                        , 
                                                                                        Agata Piszko","['Książki / biznes / zarządzanie', 'Książki / prawo / inne gałęzie prawa']",okładka miękka,Wolters Kluwer Polska,60,2017-09-26,"73,50 zł"
"Przekształcanie szkół i zespołów z mocy prawa w okresie reformy ustroju szkolnego - procedura, wzory ","ELŻBIETA PIOTROWSKA-ALBIN
                        , 
                                                                                        LIDIA MARCINIAK
                        , 
                                                                                        Agata Piszko","['Książki / biznes / zarządzanie', 'Książki / prawo / inne gałęzie prawa']",okładka miękka,Wolters Kluwer Polska,56,2017-09-26,"73,50 zł"
Konkursy na stanowisko dyrektora szkoły lub placówki w świetle nowych regulacji prawnych ,"ELŻBIETA PIOTROWSKA-ALBIN
                        , 
                                                                                        LIDIA MARCINIAK
                        , 
                                                                                        Agata Piszko","['Książki / biznes / zarządzanie', 'Książki / prawo / pracy', 'Książki / prawo / inne gałęzie prawa']",okładka miękka,Wolters Kluwer Polska,40,2017-09-17,"73,50 zł"
Ustawa o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych. Komentarz ,"Elżbieta Fryźlewicz-Chrapisińska
                        , 
                                                                                        Iwona Kowalska-Mańkowska
                        , 
                                                                                        Agnieszka Pietraszewska-Macheta
                        , 
                                                                                        Andrzej Sidorko
                        , 
                                                                                        Krzysztof Urban","['Książki / biznes / praca', 'Książki / prawo']",okładka twarda,Wolters Kluwer Polska,1048,2018-01-16,"241,00 zł"
Obniżenie wieku emerytalnego ,"Paulina Zawadzka-Filipczyk
                        , 
                                                                                        Daria Jarmużek","['Książki / biznes / praca', 'Książki / prawo / pracy']",okładka miękka,Wolters Kluwer Polska,228,2017-10-17,"185,50 zł"
Statut przedszkola po reformie oświaty ,"ELŻBIETA PIOTROWSKA-ALBIN
                        , 
                                                                                        LIDIA MARCINIAK
                        , 
                                                                                        Agata Piszko","['Książki / biznes / zarządzanie', 'Książki / prawo / inne gałęzie prawa']",okładka miękka,Wolters Kluwer Polska,44,2017-09-26,"55,00 zł"
Zarządzanie kompetencjami. Teoria i praktyka ,Tadeusz Oleksyn,"['Książki / biznes / praca', 'Książki / biznes / zarządzanie', 'Książki / prawo / zagadnienia ogólne']",okładka miękka,Wolters Kluwer Polska,396,2017-12-04,"92,50 zł"
Zasady inwentaryzacji. Teoria i dobre praktyki ,"Stanisław Hońko
                        , 
                                                                                        Teresa Kiziukiewicz
                        , 
                                                                                        Przemysław Mućko
                        , 
                                                                                        Waldemar Gos","['Książki / biznes / rachunkowość', 'Książki / prawo / podatkowe']",okładka miękka,Wolters Kluwer Polska,192,2017-11-03,"129,50 zł"
Unormowania compliance w korporacjach ,Tomasz Braun,"['Książki / biznes / zarządzanie', 'Książki / prawo / handlowe', 'Książki / prawo / gospodarcze', 'Książki / prawo / bankowe']",okładka miękka,Wolters Kluwer Polska,422,2017-09-15,"185,50 zł"
"Wzory dokumentów - ustawa o systemie oświaty, prawo oświatowe i przepisy wprowadzające - z serii MER ","LIDIA MARCINIAK
                        , 
                                                                                        Krzysztof Gawroński","['Książki / biznes / zarządzanie', 'Książki / prawo / inne gałęzie prawa']",okładka miękka,Wolters Kluwer Polska,760,2017-08-23,"185,50 zł"
MERITUM Bezpieczeństwo i higiena pracy ,"Jó
                        , 
                                                                                        Adam Maciej Pietrzak
                        , 
                                                                                        Andrzej Kowerski
                        , 
                                                                                        Edward Kołodziejczyk
                        , 
                                                                                        Jaromir Grabowski
                        , 
                                                                                        Jerzy Wroński
                        , 
                                                                                        Kazimierz Żurawski
                        , 
                                                                                        Maciej Ambroziewicz
                        , 
                                                                                        Ryszard Celeda
                        , 
                                                                                        Waldemar Leszek Krupa
                        , 
                                                                                        Józef Gierasimiuk
                        , 
                                                                                        zef Witczak
                        , 
                                                                                        Jerzy Żurek
                        , 
                                                                                        Magdalena Stojek-Siwińska
                        , 
                                                                                        Józef Koredczuk
                        , 
                                                                                        Józef Witczak","['Książki / biznes / praca', 'Książki / prawo / pracy']",,Wolters Kluwer Polska,1160,2017-08-29,"241,00 zł"
Kredyt konsumencki. Komentarz ,Tomasz Czech,"['Książki / biznes / bankowość i finanse', 'Książki / prawo / cywilne', 'Książki / prawo / podatkowe', 'Książki / prawo / bankowe', 'Książki / prawo / finansowe']",okładka twarda,Wolters Kluwer Polska,668,2017-10-27,"222,50 zł"
Odpowiedzialność odszkodowawcza banku za wadliwe wypowiedzenie umowy kredytu udzielonego przedsiębio ,Paweł Bartosiewicz,"['Książki / biznes / bankowość i finanse', 'Książki / prawo / cywilne', 'Książki / prawo / finansowe']",okładka miękka,Wolters Kluwer Polska,487,2017-09-25,"185,50 zł"
Prawo finansowe. Prawo finansów publicznych. Prawo podatkowe. Prawo bankowe ,"Witold Modzelewski
                        , 
                                                                                        Elżbieta Irena Chojna-Duch
                        , 
                                                                                        Jakub Chowaniec
                        , 
                                                                                        Krzysztof Radzikowski
                        , 
                                                                                        Maciej Śli
                        , 
                                                                                        Marcin Lachowicz
                        , 
                                                                                        Marek Grzybowski
                        , 
                                                                                        Piotr  Karwat
                        , 
                                                                                        Michał Bitner
                        , 
                                                                                        Piotr Karwat
                        , 
                                                                                        Hanna Litwińczuk
                        , 
                                                                                        Elżbieta Kornberger-Sokołowska
                        , 
                                                                                        Elżbieta Chojna-Duch","['Książki / biznes / bankowość i finanse', 'Książki / prawo / podatkowe']",okładka miękka,Wolters Kluwer Polska,580,2017-09-08,"83,00 zł"
Ocena zintegrowana - Assessment i Development Center. Nowa metodologia sytuacyjnej oceny kompetencji ,Kinga Padzik,"['Książki / biznes / praca', 'Książki / biznes / zarządzanie']",okładka twarda,Wolters Kluwer Polska,448,2016-10-04,"185,50 zł"
Zarządzanie wiedzą w ochronie zdrowia z wykorzystaniem wybranych rozwiązań ICT ,"Karol Korczak
                        , 
                                                                                        Tomasz Adam Karkowski","['Książki / biznes / marketing', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,280,2016-06-22,"92,50 zł"
Wpływ Europejskiej Konwencji Praw Człowieka na funkcjonowanie biznesu ,"Hanna Machińska
                        , 
                                                                                        Adam Ploszka
                        , 
                                                                                        Marcin Szwed
                        , 
                                                                                        Dorota Głowacka
                        , 
                                                                                        Katarzyna Gonera
                        , 
                                                                                        Katarzyna Łasak
                        , 
                                                                                        Piotr M. Szelenbaum
                        , 
                                                                                        Robert Krasnodębski
                        , 
                                                                                        Artur Nowacki
                        , 
                                                                                        Krystyna Kowalik-Bańczyk
                        , 
                                                                                        PAW
                        , 
                                                                                        Adam Bodnar
                        , 
                                                                                        Maciej Bernatt
                        , 
                                                                                        Krzysztof Śmiszek
                        , 
                                                                                        Ireneusz C. Kamiński
                        , 
                                                                                        Leszek Garlicki","['Książki / biznes / zarządzanie', 'Książki / prawo / międzynarodowe']",okładka twarda,Wolters Kluwer Polska,328,2016-05-05,"148,00 zł"
Prawo celne i podatek akcyzowy. Blaski i cienie dziesięciu lat członkostwa Polski w Unii Europejskie ,"Adam Bigas
                        , 
                                                                                        Agnieszka Derkacz
                        , 
                                                                                        Ewa Cisowska-Sakrajda
                        , 
                                                                                        Ewa Gwardzińska
                        , 
                                                                                        Ewa Janik
                        , 
                                                                                        Joanna Beata Kiszka
                        , 
                                                                                        Julita Kostka-Twór 
                        , 
                                                                                        Krzysztof La
                        , 
                                                                                        Marek Gorgol Andrzej
                        , 
                                                                                        Paweł Kowalczyk
                        , 
                                                                                        Robert Kubal
                        , 
                                                                                        Adam Bartosiewicz
                        , 
                                                                                        Jan Czerwiński
                        , 
                                                                                        Wiesław Czyżowicz
                        , 
                                                                                        R
                        , 
                                                                                        Ireneusz Krawczyk","['Książki / biznes / bankowość i finanse', 'Książki / prawo / podatkowe']",okładka twarda,Wolters Kluwer Polska,644,2016-04-12,"129,50 zł"
Prawo pracy. Między gospodarką a ochroną pracy. Księga jubileuszowa Profesora Ludwika Florka ,"Łukasz Pisarczyk
                        , 
                                                                                        Monika Latos-Miłkowska","['Książki / biznes / ekonomia', 'Książki / prawo / pracy', 'Książki / prawo / zagadnienia ogólne']",okładka twarda,Wolters Kluwer Polska,672,2016-04-17,"241,00 zł"
Sprawozdawczość finansowa i budżetowa jednostek sektora finansów publicznych ,"Izabela Świderek
                        , 
                                                                                        Marek Jasztal
                        , 
                                                                                        Kazimiera Winiarska
                        , 
                                                                                        Monika Kaczurak-Kozak","['Książki / biznes / rachunkowość', 'Książki / prawo / podatkowe', 'Książki / prawo / zagadnienia ogólne']",okładka miękka,Wolters Kluwer Polska,356,2016-03-21,"129,50 zł"
VAT w systemie rachunkowości przedsiębiorstwa. Pytania i odpowiedzi ,Jerzy Kuchmacz,"['Książki / biznes / rachunkowość', 'Książki / prawo / podatkowe']",okładka miękka,Wolters Kluwer Polska,240,2016-03-16,"120,00 zł"
Prawo lotnicze. Komentarz ,"Katarzyna Myszona-Kostrzewa
                        , 
                                                                                        Adam Berezowski
                        , 
                                                                                        Agata Kaczyńska
                        , 
                                                                                        Agnieszka Kunert-Diallo
                        , 
                                                                                        Ewa Jasiuk
                        , 
                                                                                        Krystyna Marut
                        , 
                                                                                        Marek Żylicz
                        , 
                                                                                        Piotr Kasprzyk
                        , 
                                                                                        Wanda Dzienkiewicz
                        , 
                                                                                        Anna Konert
                        , 
                                                                                        Jan Walulik",['Książki / biznes'],okładka twarda,Wolters Kluwer Polska,1044,2016-03-31,"278,50 zł"
Marketing terytorialny. Miasto i region na rynku ,Andrzej Szromnik,"['Książki / biznes / marketing', 'Książki / biznes / zarządzanie', 'Książki / prawo / administracyjne', 'Książki / prawo / zagadnienia ogólne']",okładka miękka,Wolters Kluwer Polska,548,2016-03-10,"92,50 zł"
Sprawozdawczość podmiotów prowadzących działalność leczniczą ,"Bożena Nadolna
                        , 
                                                                                        Aleksandra Szewieczek
                        , 
                                                                                        Maria Hass-Symotiuk","['Książki / biznes / bankowość i finanse', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,312,2016-04-27,"92,50 zł"
Lex Zoll. Zarys prawno-ekonomiczno-historyczny ,Robert Jastrzębski,"['Książki / biznes / bankowość i finanse', 'Książki / biznes / ekonomia', 'Książki / prawo / podatkowe', 'Książki / prawo / zagadnienia ogólne', 'Książki / prawo / finansowe']",okładka twarda,Wolters Kluwer Polska,332,2016-02-02,"139,00 zł"
Rekrutacja do przedszkoli 2016/2017 ,"ELŻBIETA PIOTROWSKA-ALBIN
                        , 
                                                                                        LIDIA MARCINIAK","['Książki / biznes / zarządzanie', 'Książki / prawo / inne gałęzie prawa']",okładka miękka,Wolters Kluwer Polska,88,2016-02-16,"55,00 zł"
Prawo rynku finansowego ,"Marcin Olszak
                        , 
                                                                                        Mariola Lemonnier
                        , 
                                                                                        Anna Jurkowska-Zeidler
                        , 
                                                                                        Cezary Kosikowski
                        , 
                                                                                        Marcin Orlicki
                        , 
                                                                                        Tomasz Nieborak
                        , 
                                                                                        Zbigniew Ofiarski
                        , 
                                                                                        Eugenia Fojcik-Mastalska
                        , 
                                                                                        Dorota Maśniak
                        , 
                                                                                        Magdalena Fedorowicz
                        , 
                                                                                        Jan Monkiewicz","['Książki / biznes / bankowość i finanse', 'Książki / biznes / ekonomia', 'Książki / prawo / podatkowe']",okładka twarda,Wolters Kluwer Polska,232,2016-01-21,"139,00 zł"
Odpowiedzialność za naruszenie dyscypliny finansów publicznych w obszarze zamówień publicznych ,Magdalena Bielikow-Kucharska,"['Książki / biznes / bankowość i finanse', 'Książki / prawo / administracyjne', 'Książki / prawo / podatkowe']",okładka twarda,Wolters Kluwer Polska,264,2016-01-21,"120,00 zł"
"Konstrukcja, zasady emisji i wycena hybrydowych papierów wartościowych na eurorynku ","Kamil Liberadzki
                        , 
                                                                                        Marcin Liberadzki","['Książki / biznes / bankowość i finanse', 'Książki / biznes / ekonomia', 'Książki / prawo / podatkowe']",okładka miękka,Wolters Kluwer Polska,268,2016-01-10,"92,50 zł"
Wobec wyzwań jutra ,"Stanisław Jędrzejewski
                        , 
                                                                                        Bartłomiej Kamiński
                        , 
                                                                                        Joanna Ku
                        , 
                                                                                        Krystyna Janicka
                        , 
                                                                                        Robert Chrabąszcz
                        , 
                                                                                        W.Kazimierz Frieske
                        , 
                                                                                        Z.Antoni Kamiński
                        , 
                                                                                        Andrzej Kojder
                        , 
                                                                                        Jan Barcz
                        , 
                                                                                        Jerzy Cieślik
                        , 
                                                                                        Juliusz Gardawski
                        , 
                                                                                        Lidia D. Czarkowska
                        , 
                                                                                        Andrzej K. Koźmiński
                        , 
                                                                                        Piotr Chmielewski
                        , 
                                                                                        Irena Borowik",['Książki / biznes / ekonomia'],okładka twarda,Wolters Kluwer Polska,584,2016-01-10,"92,50 zł"
Przewodnik po e-learningu ,Marek Hyla,"['Książki / biznes / praca', 'Książki / biznes / zarządzanie']",okładka miękka,Wolters Kluwer Polska,360,2016-01-10,"55,00 zł"
"Budowanie marki miasta - koncepcje, warunki, modele ",Ewa Glińska,['Książki / biznes / marketing'],okładka twarda,Wolters Kluwer Polska,352,2016-02-10,"92,50 zł"
Ekonomia zdrowia i opieki zdrowotnej ,Jadwiga Suchecka,"['Książki / biznes / bankowość i finanse', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,242,2016-01-27,"111,00 zł"
Kształtowanie nowoczesnych systemów ocen pracowników ,Małgorzata Sidor-Rządkowska,"['Książki / biznes / praca', 'Książki / biznes / zarządzanie', 'Książki / prawo / zagadnienia ogólne']",okładka miękka,Wolters Kluwer Polska,256,2015-11-20,"55,00 zł"
Iura et negotia. Księga Jubileuszowa z okazji 15-lecia Wydziału Prawa i Administracji Uniwersytetu K ,Anna Tarwacka,"['Książki / prawo / podatkowe', 'Książki / prawo / gospodarcze', 'Książki / prawo / bankowe', 'Książki / prawo / konstytucyjne i ustrojowe', 'Książki / biznes']",okładka twarda,Wolters Kluwer Polska,364,2015-11-08,"185,50 zł"
Nie tylko hipoteka... Zeszyt jubileuszowy dedykowany Profesorowi Jerzemu Pisulińskiemu ,"Michał Wyrwiński
                        , 
                                                                                        Barbara Jelonek-Jarco
                        , 
                                                                                        Anna Jó
                        , 
                                                                                        Dominika Rogoń
                        , 
                                                                                        Katarzyna Pałka
                        , 
                                                                                        Łukasz Przyborowski
                        , 
                                                                                        Magdalena Bodzioch
                        , 
                                                                                        Michał Berek
                        , 
                                                                                        Michał Kućka
                        , 
                                                                                        Anna Józefiak-Molnar
                        , 
                                                                                        Piotr Cybula","['Książki / biznes / bankowość i finanse', 'Książki / prawo / cywilne', 'Książki / prawo / budowlane', 'Książki / prawo / finansowe']",zintegrowana,Wolters Kluwer Polska,304,2015-11-22,"111,00 zł"
Manipulacje instrumentami finansowymi i insider trading. Analiza prawno-ekonomiczna ,Czesław Martysz,"['Książki / biznes / bankowość i finanse', 'Książki / biznes / ekonomia', 'Książki / prawo / podatkowe', 'Książki / prawo / finansowe']",okładka twarda,Wolters Kluwer Polska,380,2015-10-27,"92,50 zł"
Finansowanie ochrony zdrowia. Wybrane zagadnienia ,"Agnieszka Strzelecka
                        , 
                                                                                        Jadwiga Suchecka
                        , 
                                                                                        Konstanty Owczarek
                        , 
                                                                                        Maciej Jewczak
                        , 
                                                                                        Zofia Skrzypczak
                        , 
                                                                                        Hanna Lewandowska
                        , 
                                                                                        Adam Depta","['Książki / biznes / bankowość i finanse', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,340,2015-10-21,"64,50 zł"
Głos ucznia. Instrument dobrych zmian w edukacji ,"Michael J. Corso
                        , 
                                                                                        J.Russell Quaglia
                        , 
                                                                                        Russel J. Quagila","['Książki / biznes / zarządzanie', 'Książki / nauki humanistyczne / pedagogika', 'Książki / prawo / inne gałęzie prawa']",okładka miękka,Wolters Kluwer Polska,328,2015-10-15,"55,00 zł"
Prawdziwy człowiek. Osobista opowieść o dorastaniu i edukacji w autyzmie ,Gunilla Gerland,"['Książki / biznes / zarządzanie', 'Książki / nauki humanistyczne / pedagogika', 'Książki / nauki humanistyczne / psychologia', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,312,2015-10-19,"55,00 zł"
Kontrola podmiotów leczniczych ,"Bogusław Sygit
                        , 
                                                                                        Damian Wąsik","['Książki / biznes / marketing', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,248,2015-08-10,"64,50 zł"
Zarządzanie pochodzeniem towarów w działalności eksportowej przedsiębiorstwa ,Cezary Sowiński,"['Książki / biznes / bankowość i finanse', 'Książki / biznes / ekonomia', 'Książki / biznes / zarządzanie']",okładka miękka,Wolters Kluwer Polska,274,2015-07-02,"92,50 zł"
Świadczenia szpitalne w powiązaniu z procesami zaopatrzenia medycznego i niemedycznego ,Tomasz Adam Karkowski,"['Książki / biznes / marketing', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,292,2015-06-28,"46,00 zł"
Zagrożenia zdrowia publicznego. Część 2. Zdrowie człowieka a środowisko ,Andrzej Denys,"['Książki / biznes / marketing', 'Książki / prawo / zagadnienia ogólne']",okładka miękka,Wolters Kluwer Polska,396,2015-06-02,"64,50 zł"
Odwrócony kredyt hipoteczny. Komentarz ,Tomasz Czech,"['Książki / biznes / bankowość i finanse', 'Książki / prawo / cywilne', 'Książki / prawo / finansowe']",okładka twarda,Wolters Kluwer Polska,352,2015-04-30,"120,00 zł"
Zarządzanie w systemie gospodarczym. Szanse i zagrożenia ,Konrad Raczkowski,"['Książki / biznes / bankowość i finanse', 'Książki / biznes / ekonomia', 'Książki / biznes / zarządzanie']",okładka miękka,Wolters Kluwer Polska,608,2015-05-13,"92,50 zł"
"Zarządzanie progresywne zdrowiem. Kierunki, strategie, metody ",Violetta Korporowicz,"['Książki / biznes / marketing', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,388,2015-05-05,"83,00 zł"
Tworzenie instytucji gospodarki a ustawodawstwo polskie ,Paweł Chmielnicki,"['Książki / biznes / ekonomia', 'Książki / prawo / handlowe', 'Książki / prawo / podatkowe', 'Książki / prawo / gospodarcze']",okładka twarda,Wolters Kluwer Polska,392,2015-05-03,"111,00 zł"
Zarządzanie z przewagą sztuki ,Monika Golonka,['Książki / biznes / zarządzanie'],okładka twarda,Wolters Kluwer Polska,264,2014-12-05,"64,50 zł"
Zbiór zadań z mikroekonometrii ,"Damian Przekop
                        , 
                                                                                        Marek Gruszczyński","['Książki / biznes / ekonomia', 'Książki / prawo / zagadnienia ogólne']",okładka miękka,Wolters Kluwer Polska,152,2014-11-18,"36,50 zł"
Zasady prowadzenia ksiąg rachunkowych ,Kazimiera Winiarska,"['Książki / biznes / rachunkowość', 'Książki / prawo / podatkowe']",okładka miękka,Wolters Kluwer Polska,348,2014-10-31,"64,50 zł"
Zaawansowana rachunkowość finansowa podmiotów leczniczych ,Maria Hass-Symotiuk,"['Książki / biznes / bankowość i finanse', 'Książki / biznes / rachunkowość', 'Książki / prawo / inne gałęzie prawa']",okładka miękka,Wolters Kluwer Polska,396,2014-09-18,"92,50 zł"
"Zarządzanie nieruchomościami lokalowymi przez spółdzielnie mieszkaniowe, wspólnoty mieszkaniowe i wł ",Roman Dziczek,"['Książki / biznes / zarządzanie', 'Książki / prawo / budowlane']",,Wolters Kluwer Polska,285,2013-12-31,"73,50 zł"
Skutki sprzecznych z prawem umów obligacyjnych ,Roman Trzaskowski,"['Książki / biznes / bankowość i finanse', 'Książki / biznes / ekonomia', 'Książki / prawo / podatkowe', 'Książki / prawo / finansowe']",,Wolters Kluwer Polska,880,2012-12-31,"185,50 zł"
Prawo zatrudnienia ,Małgorzata Gersdorf,"['Książki / biznes / praca', 'Książki / prawo / pracy']",,Wolters Kluwer Polska,200,2012-12-31,"55,00 zł"
Prawo bankowe i inne akty prawne. Przepisy ,,"['Książki / biznes / bankowość i finanse', 'Książki / biznes / ekonomia', 'Książki / prawo / finansowe']",okładka miękka,Wolters Kluwer Polska,364,2015-09-08,"9,70 zł"
Marketing gabinetów lekarskich na rynku usług zdrowotnych ,Henryk Mruk,"['Książki / biznes / marketing', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,180,2015-02-16,"55,00 zł"
"Kompetencyjne testy sytuacyjne w rekrutacji, selekcji i ocenie pracowników ","Marianna Król
                        , 
                                                                                        Grzegorz Żmuda
                        , 
                                                                                        L
                        , 
                                                                                        Piotr Prokopowicz","['Książki / biznes / praca', 'Książki / biznes / zarządzanie', 'Książki / prawo / zagadnienia ogólne']",okładka miękka,Wolters Kluwer Polska,160,2014-01-29,"64,50 zł"
Pięć najważniejszych pytań ,"KasturiV. Rangan
                        , 
                                                                                        M.James Kouzes
                        , 
                                                                                        Jim Collins
                        , 
                                                                                        Peter F. Drucker
                        , 
                                                                                        Philip Kotler
                        , 
                                                                                        Judith Rodin
                        , 
                                                                                        Frances Hesselbein",['Książki / biznes / zarządzanie'],okładka miękka,Wolters Kluwer Polska,116,2013-09-25,"46,00 zł"
Etyczne problemy zarządzania w ochronie zdrowia ,"Zbigniew Zalewski
                        , 
                                                                                        Jan Hartman","['Książki / biznes / marketing', 'Książki / prawo']",okładka miękka,Wolters Kluwer Polska,200,2013-10-14,"55,00 zł"
Komunikowanie polityczne w nowoczesnym państwie ,Mateusz Nieć,"['Książki / biznes / marketing', 'Książki / prawo / zagadnienia ogólne']",okładka miękka,Wolters Kluwer Polska,312,2013-09-25,"46,00 zł"
Marketingowe strategie internacjonalizacji polskich przedsiębiorstw. Podejście holistyczne ,Grzegorz Karasiewicz,"['Książki / biznes / marketing', 'Książki / biznes / zarządzanie', 'Książki / prawo / zagadnienia ogólne']",,Wolters Kluwer Polska,408,2013-05-07,"64,50 zł"
Podręcznik prawa autorskiego dla studentów uczelni artystycznych ,Andrzej Karpowicz,"['Książki / prawo / zagadnienia ogólne', 'Książki / prawo / własności', 'Książki / biznes']",okładka miękka,Wolters Kluwer Polska,188,2013-06-12,"55,00 zł"
Zapraszam do gabinetu inwestora giełdowego. Przewodnik po inwestowaniu na giełdzie ,Alexander Elder,"['Książki / biznes / bankowość i finanse', 'Książki / biznes / ekonomia']",okładka twarda,Wolters Kluwer Polska,300,2013-10-22,"83,00 zł"
Rozwiń skrzydła ,"Daniel Silvert
                        , 
                                                                                        Merrick Rosenberg","['Książki / biznes / praca', 'Książki / biznes / zarządzanie']",okładka miękka,Wolters Kluwer Polska,164,2013-07-02,"36,50 zł"
Zarządzanie nieruchomościami ,Zbigniew Bukowski,"['Książki / biznes / zarządzanie', 'Książki / prawo / zagadnienia ogólne', 'Książki / prawo / budowlane']",okładka twarda,Wolters Kluwer Polska,336,2013-06-26,"92,50 zł"
Marketing na rynku międzynarodowym ,Wojciech Grzegorczyk,"['Książki / biznes / marketing', 'Książki / biznes / zarządzanie', 'Książki / prawo / międzynarodowe', 'Książki / prawo / zagadnienia ogólne']",okładka miękka,Wolters Kluwer Polska,308,2013-01-24,"55,00 zł"
"Marka, Konsument, Badacz. Spotkania na rynku ",Katarzyna M. Staszyńska,"['Książki / biznes / marketing', 'Książki / biznes / zarządzanie', 'Książki / prawo / zagadnienia ogólne']",okładka miękka,Wolters Kluwer Polska,224,2013-04-15,"55,00 zł"
